Класс,Специализация,Тип,Фактическая аура,Spell ID,Боев со спеком,Боев с аурой,Покрытие,Специфичность,Охват игроков,Босс-цель,Наблюдаемый тип,Событий от спека,Ранг
Venomancer,Rot,DEBUFF,Mushroom,680764,68,68,1,1,0,1,boss_debuff,10425,2
Venomancer,Rot,DEBUFF,Spore,572869,68,68,1,1,0,1,boss_debuff,3856,3
Venomancer,Rot,DEBUFF,Mycosis,572156,68,68,1,1,0,1,boss_debuff,2571,4
Venomancer,Rot,DEBUFF,Wilt,620072,68,68,1,1,0,1,boss_debuff,2393,5
Venomancer,Rot,DEBUFF,Cloud of Rot,652702,68,65,0.9558823529411765,1,0,1,boss_debuff,8953,6
Venomancer,Rot,DEBUFF,Fungal Assailant,504344,68,65,0.9558823529411765,1,0,1,boss_debuff,932,7
Venomancer,Rot,DEBUFF,Lethargy,804979,68,59,0.8676470588235294,1,0,1,boss_debuff,8629,8
Venomancer,Rot,DEBUFF,Blightcaps,800868,68,48,0.7058823529411765,0.9904818560380726,0,0.9791666666666666,boss_debuff,1665,9
Venomancer,Rot,DEBUFF,Suffocating Coil,707234,68,20,0.29411764705882354,1,0,1,boss_debuff,1071,10
Venomancer,Rot,DEBUFF,Fungic,706456,68,9,0.1323529411764706,1,0,1,boss_debuff,556,11
Venomancer,Stalking,DEBUFF,Vulnerable,572056,26,26,1,1,0,1,boss_debuff,3256,1
Venomancer,Stalking,DEBUFF,Nerubian Sting,502911,26,26,1,1,0,1,boss_debuff,1033,2
Venomancer,Stalking,DEBUFF,Withering Venom,707090,26,26,1,1,0,1,boss_debuff,445,3
Venomancer,Stalking,DEBUFF,Widowmaker,800884,26,25,0.9615384615384616,1,0,1,boss_debuff,786,4
Venomancer,Stalking,DEBUFF,Rotfang,807605,26,25,0.9615384615384616,1,0,1,boss_debuff,648,5
Venomancer,Stalking,DEBUFF,Potency,572055,26,24,0.9230769230769231,1,0,1,boss_debuff,2141,6
Venomancer,Stalking,DEBUFF,Facemelter,572901,26,14,0.5384615384615384,1,0,1,boss_debuff,393,7
Venomancer,Stalking,DEBUFF,Brood Web,712456,26,4,0.15384615384615385,1,0,1,boss_debuff,605,8
Venomancer,Stalking,DEBUFF,Nullifying Venom,805897,26,3,0.11538461538461539,0.7204502814258912,0,1,boss_debuff,384,9
Venomancer,Vizier,BUFF,Mycelial Healing,806454,59,59,1,0.9999775270798688,1,0,raid_buff,44497,1
Venomancer,Vizier,BUFF,Mending Mist,502957,59,57,0.9661016949152542,1,0.8,0,raid_buff,24080,2
Venomancer,Vizier,BUFF,Shadra's Balm,502973,59,56,0.9491525423728814,1,0.49,0,limited,4627,3
Venomancer,Vizier,BUFF,Shadra's Prayer,502947,59,55,0.9322033898305084,0.9988785046728972,0.36,0,limited,2672,4
Venomancer,Vizier,BUFF,Shadra's Vigil,505203,59,52,0.8813559322033898,1,0.5954545454545455,0,limited,7773,5
Venomancer,Vizier,BUFF,Worship,706017,59,51,0.864406779661017,1,1,0,raid_buff,51088,6
Venomancer,Vizier,BUFF,Rejuvenating Venom,630869,59,50,0.847457627118644,0.7641043723554302,0.9148550724637681,0,raid_buff,6501,7
Witch Doctor,Brewing,BUFF,Splash Potion: Jungle Shrooms,803698,107,107,1,1,0.782608695652174,0,raid_buff,29663,1
Witch Doctor,Brewing,BUFF,Jungle Shrooms,802973,107,103,0.9626168224299065,1,0.22727272727272727,0,limited,2657,2
Witch Doctor,Brewing,BUFF,Mojo Beam,501117,107,101,0.9439252336448598,1,0.23809523809523808,0,limited,10344,3
Witch Doctor,Brewing,BUFF,Voodoo Cauldron,504419,107,94,0.8785046728971962,1,0.9047619047619048,0,raid_buff,24070,4
Witch Doctor,Brewing,BUFF,Bloodthistle,802771,107,82,0.7663551401869159,0.9992494102509114,0.9523809523809523,0,raid_buff,9319,5
Witch Doctor,Brewing,BUFF,Splash Potion: Bloodthistle,803271,107,80,0.7476635514018691,1,0.8260869565217391,0,raid_buff,16898,6
Witch Doctor,Brewing,BUFF,Frog Bones,803697,107,67,0.6261682242990654,0.9879560750974141,0.96,0,raid_buff,8367,7
Witch Doctor,Brewing,BUFF,Splash Potion: Frog Bones,803699,107,67,0.6261682242990654,1,0.7142857142857143,0,raid_buff,16778,8
Witch Doctor,Brewing,BUFF,Master of Concoctions,570064,107,62,0.5794392523364486,1,0.8003952569169961,0,raid_buff,11943,9
Witch Doctor,Brewing,BUFF,Spirit Link Idol,504921,107,61,0.5700934579439252,1,0.7619047619047619,0,raid_buff,7849,10
Witch Doctor,Brewing,BUFF,Unstable Concoction,802488,107,58,0.5420560747663551,1,0.23904761904761904,0,limited,1676,11
Witch Doctor,Brewing,BUFF,Frog Shrooms,500509,107,53,0.4953271028037383,1,0.5384615384615384,0,limited,2488,12
Witch Doctor,Brewing,DEBUFF,Mana Jinx,801925,107,48,0.4485981308411215,0.9863013698630136,0,0.9583333333333334,boss_debuff,288,13
Witch Doctor,Brewing,BUFF,Big Bad Voodoo,802719,107,43,0.40186915887850466,0.9630214205186021,0.7619047619047619,0,raid_buff,4271,14
Witch Doctor,Brewing,BUFF,Greater Spirit Wuju,680872,107,37,0.34579439252336447,0.5996548748921484,0.9545454545454546,0,raid_buff,695,15
Witch Doctor,Brewing,BUFF,Fish Oil,803269,107,23,0.21495327102803738,1,1,0,raid_buff,7424,16
Witch Doctor,Brewing,BUFF,Splash Potion: Fish Oil,803273,107,21,0.19626168224299065,1,0.34782608695652173,0,limited,1009,17
Witch Doctor,Brewing,DEBUFF,Touch of the Spirits,578296,107,19,0.17757009345794392,1,0,1,boss_debuff,1233,18
Witch Doctor,Brewing,BUFF,Mass Allcure Elixir,706555,107,17,0.1588785046728972,1,0.9,0,raid_buff,1379,19
Witch Doctor,Shadowhunting,DEBUFF,Eye of Kimbul,802707,89,89,1,1,0,1,boss_debuff,17226,1
Witch Doctor,Shadowhunting,DEBUFF,Veil of Darkness,802100,89,88,0.9887640449438202,0.6460176991150443,0,1,boss_debuff,584,2
Witch Doctor,Shadowhunting,DEBUFF,Umbral Glaive,501134,89,86,0.9662921348314607,1,0,1,boss_debuff,5999,3
Witch Doctor,Shadowhunting,DEBUFF,Hex of Malice,504608,89,86,0.9662921348314607,0.7515992922281203,0,1,boss_debuff,5522,4
Witch Doctor,Shadowhunting,DEBUFF,Serpent's Guile,705929,89,68,0.7640449438202247,1,0,1,boss_debuff,5386,5
Witch Doctor,Shadowhunting,DEBUFF,Spirit Glaive,562719,89,49,0.550561797752809,1,0,0.9183673469387755,boss_debuff,2287,6
Witch Doctor,Shadowhunting,DEBUFF,Spirit Eclipse,811117,89,29,0.3258426966292135,1,0,0.896551724137931,boss_debuff,592,7
Witch Doctor,Voodoo,DEBUFF,Puppeteer’s Threads,572836,74,74,1,1,0,1,boss_debuff,74487,1
Witch Doctor,Voodoo,DEBUFF,Hexfire Wrath,807520,74,74,1,1,0,1,boss_debuff,3938,2
Witch Doctor,Voodoo,DEBUFF,Voodoo Strings,706898,74,74,1,1,0,1,boss_debuff,2837,3
Witch Doctor,Voodoo,DEBUFF,Shadow Puppets,501087,74,74,1,1,0,1,boss_debuff,1546,4
Witch Doctor,Voodoo,DEBUFF,Mark of Malice,802926,74,71,0.9594594594594594,1,0,0.971830985915493,boss_debuff,1012,5
Witch Doctor,Voodoo,DEBUFF,Growing Malice,582257,74,51,0.6891891891891891,1,0,1,boss_debuff,1519,6
Witch Doctor,Voodoo,DEBUFF,Hollow Spirit,503706,74,46,0.6216216216216216,1,0,1,boss_debuff,694,7
Witch Hunter,Black Knight,DEBUFF,Shadow Brand,680517,57,57,1,0.999449728794906,0,1,boss_debuff,12714,1
Witch Hunter,Black Knight,DEBUFF,Pommel Smash,582588,57,52,0.9122807017543859,0.9470426409903714,0,1,boss_debuff,1377,2
Witch Hunter,Black Knight,DEBUFF,Witchblight,681220,57,49,0.8596491228070176,1,0,0.9795918367346939,boss_debuff,948,3
Witch Hunter,Black Knight,DEBUFF,Vicious Mockery,802013,57,45,0.7894736842105263,0.9856801909307876,0,0.6888888888888889,limited,413,4
Witch Hunter,Black Knight,DEBUFF,Destroyer of Evil,680532,57,35,0.6140350877192983,1,0,1,boss_debuff,5185,5
Witch Hunter,Black Knight,DEBUFF,Witchblood Fever,684330,57,26,0.45614035087719296,1,0,0.9615384615384616,boss_debuff,850,6
Witch Hunter,Black Knight,DEBUFF,Knight's Seal,680499,57,22,0.38596491228070173,1,0,0.9545454545454546,boss_debuff,108,7
Witch Hunter,Black Knight,DEBUFF,Chains of Darkness (Grip),680522,57,18,0.3157894736842105,1,0,1,boss_debuff,312,8
Witch Hunter,Boltslinger,DEBUFF,Arbalest Mastery,706241,28,23,0.8214285714285714,1,0,1,boss_debuff,3265,1
Witch Hunter,Boltslinger,DEBUFF,Witchbane,574320,28,23,0.8214285714285714,1,0,1,boss_debuff,2648,2
Witch Hunter,Boltslinger,DEBUFF,Heartseeking,807316,28,20,0.7142857142857143,1,0,0.9,boss_debuff,216,3
Witch Hunter,Boltslinger,DEBUFF,Tormentor,501349,28,19,0.6785714285714286,1,0,1,boss_debuff,659,4
Witch Hunter,Boltslinger,DEBUFF,Sorrow Bolt,313289,28,4,0.14285714285714285,0.6074074074074074,0,1,boss_debuff,82,5
Witch Hunter,Houndmaster,DEBUFF,Shadow Claw,800697,20,20,1,1,0,1,boss_debuff,1370,1
Witch Hunter,Houndmaster,DEBUFF,Sixfold Shot,807364,20,10,0.5,1,0,0.9,boss_debuff,122,2
Witch Hunter,Houndmaster,DEBUFF,Feast of Talons,500564,20,2,0.1,1,0,1,boss_debuff,886,3
Witch Hunter,Houndmaster,DEBUFF,Shadow Growl,680239,20,2,0.1,1,0,1,boss_debuff,8,4
Witch Hunter,Inquisition,DEBUFF,Interrogator,807262,118,117,0.9915254237288136,1,0,1,boss_debuff,6283,1
Witch Hunter,Inquisition,DEBUFF,Slayer's Mark,804068,118,100,0.847457627118644,0.664303941026368,0,0.98,boss_debuff,2343,2
Witch Hunter,Inquisition,DEBUFF,Being Hunted,802111,118,100,0.847457627118644,1,0,0.88,boss_debuff,436,3
Witch Hunter,Inquisition,DEBUFF,Torchlight,503662,118,79,0.6694915254237288,1,0,1,boss_debuff,1957,4
Witch Hunter,Inquisition,DEBUFF,Death Trap,681452,118,72,0.6101694915254238,0.963276836158192,0,0.9861111111111112,boss_debuff,341,5
Witch Hunter,Inquisition,DEBUFF,Brand of the Profane,562390,118,65,0.5508474576271186,0.5789473684210527,0,1,boss_debuff,154,6
Witch Hunter,Inquisition,DEBUFF,Shadow Trapped,681177,118,53,0.4491525423728814,0.6055276381909548,0,0.9811320754716981,boss_debuff,482,7
Witch Hunter,Inquisition,DEBUFF,Brand of the Damned,807710,118,44,0.3728813559322034,0.5895953757225434,0,0.9318181818181818,boss_debuff,204,8
Witch Hunter,Inquisition,BUFF,Charming Conversation,804667,118,30,0.2542372881355932,0.5074626865671642,0.20833333333333334,0,limited,170,9
