Категория,Эффект,Уровень,Класс,Специализация,Роль,Фактическая аура,Spell ID,Возможностей,Встречено,Покрытие,Специфичность,Охват игроков,Босс-цель,Уверенность,Балл,Статус модели,Значение базы,Примечание
Утилити-дебафы,3% Hit Reduction,Спек,Primalist,Mountain King,Танк,Raging Earth,681089,42,42,1,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Primalist,Geomancy,Рейндж/кастер,Born in Blood,560521,26,19,0.7307692307692307,0.006492829593006805,1,0,Средняя,0.641879617654662,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Hit,Спек,Primalist,Geomancy,Рейндж/кастер,Terrasurge,573070,26,23,0.8846153846153846,1,0,1,Высокая,0.9,На проверку,Spell Hit (3%) DEBUFF,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Critical Strike Chance,Спек,Primalist,Geomancy,Рейндж/кастер,Terrasurge,573070,26,23,0.8846153846153846,1,0,1,Высокая,0.9,На проверку,Spell Crit Taken Debuff (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Primalist,Geomancy,Рейндж/кастер,Terrasurge,573070,26,23,0.8846153846153846,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,6% Healing Done,Спек,Primalist,Grovekeeper,Саппорт,Sacred Grove,800186,174,147,0.8448275862068966,1,0.9615384615384616,0.013605442176870748,Высокая,0.9,На проверку,6% Healing Taken,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Armor,Спек,Primalist,Grovekeeper,Саппорт,Sacred Grove,800186,174,147,0.8448275862068966,1,0.9615384615384616,0.013605442176870748,Высокая,0.9,На проверку,Armor (Devo),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Heroism | Bloodlust,Спек,Primalist,Grovekeeper,Саппорт,Sacred Grove,800186,174,147,0.8448275862068966,1,0.9615384615384616,0.013605442176870748,Высокая,0.9,На проверку,Heroism,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,Armor Reduction,Спек,Primalist,Grovekeeper,Саппорт,Bioerosion,575848,174,146,0.8390804597701149,1,0,1,Высокая,0.9,На проверку,% Armor Debuff,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Stamina,Класс,Bloodmage,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Greater Bloodthorns,572116,185,132,0.7135135135135136,1,0.9545454545454546,0,Высокая,0.8815135135135135,На проверку,Stamina (Fort),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Concentration,Класс,Bloodmage,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт; Танк,Greater Bloodthorns,572116,185,132,0.7135135135135136,1,0.9545454545454546,0,Высокая,0.8815135135135135,На проверку,Concentration,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Bloodmage,Sanguine,Рейндж/кастер,Greater Sanguinary Offering,680299,33,21,0.6363636363636364,0.16661407384032817,0.9629629629629629,0,Средняя,0.6340777608843244,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Critical Strike Chance,Спек,Bloodmage,Sanguine,Рейндж/кастер,Bloodsore,805592,33,33,1,1,0,1,Высокая,0.9,На проверку,Spell Crit Taken Debuff (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,30% Bleed Damage,Спек,Bloodmage,Sanguine,Рейндж/кастер,Bloodsore,805592,33,33,1,1,0,1,Высокая,0.9,На проверку,Bleed Dmg Taken (30%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Bloodmage,Sanguine,Рейндж/кастер,Bloodsore,805592,33,33,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Armor,Спек,Bloodmage,Fleshweaver,Саппорт,Excess Blood,504101,112,106,0.9464285714285714,1,0.7655677655677655,0,Высокая,0.9,На проверку,Armor (Devo),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Heroism | Bloodlust,Спек,Bloodmage,Fleshweaver,Саппорт,Excess Blood,504101,112,106,0.9464285714285714,1,0.7655677655677655,0,Высокая,0.9,На проверку,Heroism,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,30% Bleed Damage,Спек,Bloodmage,Fleshweaver,Саппорт,Vampyr's Kiss,504281,112,109,0.9732142857142857,1,0,1,Высокая,0.9,На проверку,Bleed Dmg Taken (30%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Bloodmage,Accursed,Мили-DPS,Blood Trail,804857,14,7,0.5,0.05812368014100667,0.76,1,Низкая,0.537864253368585,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Bloodmage,Accursed,Мили-DPS,Blood Trail,804857,14,7,0.5,0.05812368014100667,0.76,1,Низкая,0.537864253368585,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,30% Bleed Damage,Спек,Bloodmage,Accursed,Мили-DPS,Marrowbite,504553,14,14,1,1,0,1,Высокая,0.9,На проверку,Bleed Dmg Taken (30%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Bloodmage,Accursed,Мили-DPS,Marrowbite,504553,14,14,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,5% Attack Power,Спек,Bloodmage,Eternal,Танк,Blood Trail,804857,66,56,0.8484848484848485,0.550142170638022,0.8333333333333334,1,Средняя,0.7875355426595055,На проверку,Attack Power %,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,6% Healing Done,Спек,Bloodmage,Eternal,Танк,Blood Trail,804857,66,56,0.8484848484848485,0.550142170638022,0.8333333333333334,1,Средняя,0.7875355426595055,На проверку,6% Healing Taken,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,30% Bleed Damage,Спек,Bloodmage,Eternal,Танк,Rotclaw,503484,66,64,0.9696969696969697,1,0,1,Высокая,0.9,На проверку,Bleed Dmg Taken (30%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Bloodmage,Eternal,Танк,Rotclaw,503484,66,64,0.9696969696969697,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Bloodmage,Eternal,Танк,Rotclaw,503484,66,64,0.9696969696969697,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Intellect,Класс,Pyromancer,Все специализации класса,Рейндж/кастер; Хилер,Ascension of Thaurissan,1119751,199,154,0.7738693467336684,0.9939459053855861,0.8695652173913043,0,Высокая,0.8984864763463966,На проверку,Flat Intellect,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Spirit,Класс,Pyromancer,Все специализации класса,Рейндж/кастер; Хилер,Ascension of Thaurissan,1119751,199,154,0.7738693467336684,0.9939459053855861,0.8695652173913043,0,Высокая,0.8984864763463966,На проверку,Flat Spirit,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Strong Mana Cooldown,Класс,Pyromancer,Все специализации класса,Рейндж/кастер; Хилер,Ascension of Thaurissan,1119751,199,154,0.7738693467336684,0.9939459053855861,0.8695652173913043,0,Высокая,0.8984864763463966,На проверку,Burst Mana,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Fire Resistance,Класс,Pyromancer,Все специализации класса,Рейндж/кастер; Хилер,Ascension of Thaurissan,1119751,199,154,0.7738693467336684,0.9939459053855861,0.8695652173913043,0,Высокая,0.8984864763463966,На проверку,Fire,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Arcane Resistance,Класс,Pyromancer,Все специализации класса,Рейндж/кастер; Хилер,Ascension of Thaurissan,1119751,199,154,0.7738693467336684,0.9939459053855861,0.8695652173913043,0,Высокая,0.8984864763463966,На проверку,Arcane,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Pyromancer,Flameweaving,Хилер,Phoenix Shield,706855,128,122,0.953125,0.9850768251563593,1,0,Высокая,0.8962692062890898,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Pyromancer,Flameweaving,Хилер,Blaze,572160,128,69,0.5390625,0.22695178535404478,0,0.9420289855072463,Низкая,0.5842107724254677,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Pyromancer,Draconic,Рейндж/кастер,Ascension of Thaurissan,1119751,61,37,0.6065573770491803,0.21548313380401787,0.9090909090909091,0,Средняя,0.6311931878225892,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Hit,Спек,Pyromancer,Draconic,Рейндж/кастер,Draconic Tempest,301212,61,51,0.8360655737704918,0.9982621288921072,0,0.8823529411764706,Высокая,0.8678008263406739,На проверку,Spell Hit (3%) DEBUFF,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Pyromancer,Draconic,Рейндж/кастер,Draconic Tempest,301212,61,51,0.8360655737704918,0.9982621288921072,0,0.8823529411764706,Высокая,0.8678008263406739,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Pyromancer,Incineration,Рейндж/кастер,Ascension of Thaurissan,1119751,61,57,0.9344262295081968,0.31827483884170676,0.8695652173913043,0,Средняя,0.7295687097104266,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,3% Spell Critical Strike Chance,Спек,Pyromancer,Incineration,Рейндж/кастер,Burned,572626,61,61,1,1,0,1,Высокая,0.9,На проверку,Spell Crit Taken Debuff (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Pyromancer,Incineration,Рейндж/кастер,Burned,572626,61,61,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Minor Armor and All Stats,Класс,Ranger,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт,Wild Blessing,681539,151,91,0.6026490066225165,1,0.9565217391304348,0,Высокая,0.9253421633554083,На проверку,Stats Flat + Armor (MotW),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Agility,Класс,Ranger,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт,Horn of Perseverance,800088,151,140,0.9271523178807947,1,1,0,Высокая,0.9,На проверку,Flat Agility,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Nature Resistance,Класс,Ranger,Все специализации класса,Мили-DPS; Рейндж/кастер; Саппорт,Horn of Perseverance,800088,151,140,0.9271523178807947,1,1,0,Высокая,0.9,На проверку,Nature,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Ranger,Brigand,Мили-DPS,Greater Woodsman's Adaptation,680294,9,6,0.6666666666666666,0.0819277108433735,0.9199999999999999,0,Низкая,0.5842815261044176,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Ranger,Brigand,Мили-DPS,Ravage,803864,9,9,1,1,0,1,Высокая,0.837,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Ranger,Brigand,Мили-DPS,Ravage,803864,9,9,1,1,0,1,Высокая,0.837,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Ranger,Archery,Рейндж/кастер,Horn of Perseverance,800088,145,137,0.9448275862068966,0.9507856936276873,1,0,Высокая,0.8876964234069218,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,4% Physical Damage,Спек,Ranger,Archery,Рейндж/кастер,Weapon Oil,567737,145,106,0.7310344827586207,1,0,1,Высокая,0.8903908045977011,На проверку,Phys Dmg Taken (4%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,30% Bleed Damage,Спек,Ranger,Archery,Рейндж/кастер,Weapon Oil,567737,145,106,0.7310344827586207,1,0,1,Высокая,0.8903908045977011,На проверку,Bleed Dmg Taken (30%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Ranger,Archery,Рейндж/кастер,Weapon Oil,567737,145,106,0.7310344827586207,1,0,1,Высокая,0.8903908045977011,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Ranger,Farstrider,Саппорт,Battle Screech,706399,1,1,1,1,1,0,Средняя,0.6689999999999999,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Armor,Спек,Ranger,Farstrider,Саппорт,Battle Screech,706399,1,1,1,1,1,0,Средняя,0.6689999999999999,На проверку,Armor (Devo),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Heroism | Bloodlust,Спек,Ranger,Farstrider,Саппорт,Battle Screech,706399,1,1,1,1,1,0,Средняя,0.6689999999999999,На проверку,Heroism,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Ranger,Farstrider,Саппорт,Enchanted Flare,801935,1,1,1,1,0,1,Средняя,0.6689999999999999,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Ranger,Farstrider,Саппорт,Enchanted Flare,801935,1,1,1,1,0,1,Средняя,0.6689999999999999,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Small Resistances (all),Класс,Reaper,Все специализации класса,Мили-DPS; Танк,Deathwind,502994,143,68,0.4755244755244755,1,0.6733333333333333,0,Средняя,0.7333324009324009,На проверку,Small All Resist,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Stamina,Класс,Reaper,Все специализации класса,Мили-DPS; Танк,Deathwind,502994,143,68,0.4755244755244755,1,0.6733333333333333,0,Средняя,0.7333324009324009,На проверку,Stamina (Fort),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Strength,Класс,Reaper,Все специализации класса,Мили-DPS; Танк,Deathwind,502994,143,68,0.4755244755244755,1,0.6733333333333333,0,Средняя,0.7333324009324009,На проверку,Flat Strength,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Reaper,Soul,Мили-DPS,Deathchaser,573053,20,20,1,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Reaper,Soul,Мили-DPS,Deathchaser,573053,20,20,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Reaper,Soul,Мили-DPS,Deathchaser,573053,20,20,1,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Reaper,Harvest,Мили-DPS,Harvesting Grounds,707591,116,27,0.23275862068965517,1,0.84,0,Средняя,0.6379310344827587,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Reaper,Harvest,Мили-DPS,Doomrend,560361,116,116,1,1,0,0.9913793103448276,Высокая,0.8976724137931035,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Reaper,Harvest,Мили-DPS,Doomrend,560361,116,116,1,1,0,0.9913793103448276,Высокая,0.8976724137931035,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Reaper,Harvest,Мили-DPS,Doomrend,560361,116,116,1,1,0,0.9913793103448276,Высокая,0.8976724137931035,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Critical Strike (all),Спек,Reaper,Domination,Танк,Spectral Warden,805716,46,41,0.8913043478260869,0.996841155234657,0.4,0,Средняя,0.7732102888086643,На проверку,All Crit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Reduction (all),Спек,Reaper,Domination,Танк,Spectral Warden,805716,46,41,0.8913043478260869,0.996841155234657,0.4,0,Средняя,0.7732102888086643,На проверку,Dmg Reduct(-3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические дебафы,4% Physical Damage,Спек,Reaper,Domination,Танк,Soul Splinter,805720,46,46,1,1,0,1,Высокая,0.9,На проверку,Phys Dmg Taken (4%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Speed Slow,Спек,Reaper,Domination,Танк,Soul Splinter,805720,46,46,1,1,0,1,Высокая,0.9,На проверку,Attack Speed (Slow),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,3% Hit Reduction,Спек,Reaper,Domination,Танк,Soul Splinter,805720,46,46,1,1,0,1,Высокая,0.9,На проверку,Insect Swarm Hit (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Stats,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.798,На проверку,Stats % (Kings),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,Agility,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.798,На проверку,Flat Agility,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,5% Resource Reduction,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.798,На проверку,Cost Reduction (5%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Strong Mana Cooldown,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.882,На проверку,Burst Mana,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Amplify Magic,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.882,На проверку,Amplify Magic,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Fire Resistance,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.798,На проверку,Fire,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Nature Resistance,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.798,На проверку,Nature,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Arcane Resistance,Класс,Runemaster,Все специализации класса,Мили-DPS; Рейндж/кастер,Power Engraving,500296,183,153,0.8360655737704918,1,0.4666666666666667,0,Высокая,0.798,На проверку,Arcane,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Runemaster,Glyphic,Рейндж/кастер,Power Engraving,500296,59,56,0.9491525423728814,0.19296713764089538,0.3756521739130435,0,Низкая,0.5634765670189196,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Магические дебафы,10% Spell Damage,Спек,Runemaster,Glyphic,Рейндж/кастер,Ley Mark,504844,59,59,1,1,0,1,Высокая,0.9,На проверку,Spell Dmg Taken (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Runemaster,Glyphic,Рейндж/кастер,Ley Mark,504844,59,59,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Done (all),Спек,Runemaster,Riftblade,Мили-DPS,Born in Blood,560521,80,54,0.675,0.02022307932867716,1,0,Средняя,0.6170557698321693,На проверку,All Damage Done (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Runemaster,Riftblade,Мили-DPS,Born in Blood,560521,80,54,0.675,0.02022307932867716,1,0,Средняя,0.6170557698321693,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Runemaster,Riftblade,Мили-DPS,Hoarfrost,572737,80,77,0.9625,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Физические бафы,10% Melee & Range Haste,Спек,Runemaster,Engravement,Мили-DPS,Power Engraving,500296,117,104,0.8888888888888888,0.7384505477059851,0.5527272727272727,0,Средняя,0.7635944551083145,На проверку,Melee/Range Haste (10%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Replenishment,Спек,Runemaster,Engravement,Мили-DPS,Power Engraving,500296,117,104,0.8888888888888888,0.7384505477059851,0.5527272727272727,0,Средняя,0.7635944551083145,На проверку,Replenishment,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Healing Reduction,Спек,Runemaster,Engravement,Мили-DPS,Marked: Runic Brand,712323,117,117,1,1,0,1,Высокая,0.9,На проверку,Healing Reduc (30-50%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-дебафы,Attack Power Reduction,Спек,Runemaster,Engravement,Мили-DPS,Marked: Runic Brand,712323,117,117,1,1,0,1,Высокая,0.9,На проверку,Attack Power Reduction,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Intellect,Класс,Chronomancer,Все специализации класса,Рейндж/кастер; Хилер,Greater Chromie's Wisdom,680307,154,135,0.8766233766233766,1,1,0,Высокая,0.9,На проверку,Flat Intellect,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Spirit,Класс,Chronomancer,Все специализации класса,Рейндж/кастер; Хилер,Greater Chromie's Wisdom,680307,154,135,0.8766233766233766,1,1,0,Высокая,0.9,На проверку,Flat Spirit,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,Strong Mana Cooldown,Класс,Chronomancer,Все специализации класса,Рейндж/кастер; Хилер,Greater Chromie's Wisdom,680307,154,135,0.8766233766233766,1,1,0,Высокая,0.9,На проверку,Burst Mana,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Amplify Magic,Класс,Chronomancer,Все специализации класса,Рейндж/кастер; Хилер,Greater Chromie's Wisdom,680307,154,135,0.8766233766233766,1,1,0,Высокая,0.9,На проверку,Amplify Magic,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,Dampen Magic,Класс,Chronomancer,Все специализации класса,Рейндж/кастер; Хилер,Greater Chromie's Wisdom,680307,154,135,0.8766233766233766,1,1,0,Высокая,0.9,На проверку,Dampen Magic,Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Кастерские бафы,3% Spell Haste,Спек,Chronomancer,Time,Хилер,Mark of Order,806269,56,48,0.8571428571428571,1,1,0,Высокая,0.9,На проверку,Spell Haste (3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
Утилити-бафы,3% Damage Reduction (all),Спек,Chronomancer,Time,Хилер,Mark of Order,806269,56,48,0.8571428571428571,1,1,0,Высокая,0.9,На проверку,Dmg Reduct(-3%),Одна фактическая аура может закрывать несколько концептуальных эффектов; статистическая связь не доказывает механику.
